FID,SHAPE,BEZIRK,STRNAM,ONRTXT,NUMMER,TELEFON,WEITERE_INFORMATION
HUNDESACKERLOGD.26727773,POINT (16.338363085104984 48.17765678174537),12,Aßmayergasse,ggü. 60,2455,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26727774,POINT (16.319354736639447 48.15890819061383),12,Zanaschkagasse,ggü. 26,2744,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26727775,POINT (16.33241022155164 48.17658193955108),12,Sechtergasse,neben 7-9,2224,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26727776,POINT (16.32204514869067 48.17007532961032),12,Breitenfurter Straße,ggü. 55,2013,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26727792,POINT (16.389462660670887 48.15107641350384),10,Alauudagasse,40,2109,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26728810,POINT (16.36047923272343 48.186443123440974),5,Zentaplatz,2-4,2407,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26728811,POINT (16.350575356676188 48.18033151863967),5,Margaretengürtel,ggü. 82-88,2405,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26728812,POINT (16.36053708609787 48.194084791047246),5,Franzensgasse,8,0066,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26728813,POINT (16.348446282253338 48.18919413532798),5,Nevillebrücke,,0065,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26728814,POINT (16.34686071116827 48.18886778529272),5,Rechte Wienzeile,161,1090,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26728815,POINT (16.41506167128332 48.18103913498521),11,Fuchsröhrenstraße,21,3387,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26728816,POINT (16.28428198767805 48.16279217658928),13,Riedelgasse,# Meilergasse,3513,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26728817,POINT (16.466095768467046 48.15782155530888),11,Mühlsangergasse,29,2765,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26728819,POINT (16.318017930541625 48.22509379629157),17,Leopold-Kunschak-Platz,,1122,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26728820,POINT (16.37105338238045 48.168618779788254),10,Trambauerstraße,2,1014,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26728825,POINT (16.309725899472127 48.20501950945074),16,Kendlerstraße,40A,3150,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26728828,POINT (16.41628494052535 48.264736989410686),21,Orelgasse,1,3034,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26728830,POINT (16.490824492074474 48.239730079831794),22,Benndorfgasse,3,2885,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26728831,POINT (16.473436076896384 48.22370020416565),22,Lavaterstraße,3,3106,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26728833,POINT (16.45985811068609 48.2118287203325),22,Am Mühlwasser,# Taramiskengasse,3580,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26728834,POINT (16.449327766680824 48.25038405788702),22,Am langen Felde,neben 31,3575,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26728835,POINT (16.44317353832322 48.25242431084688),22,Doningasse,20/5,3577,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26728842,POINT (16.28868899355043 48.211318340581016),16,Ameisbachzeile,133,2179,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26728851,POINT (16.349797982885086 48.14097263948411),23,Vösendorfer Straße,99,1065,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26728867,POINT (16.52326563197385 48.2050159497942),22,Raphael-Donner-Allee,74,2335,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26728868,POINT (16.534428923806374 48.229265615377265),22,Kaschauerplatz,# Schlanitzgasse,1382,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26728870,POINT (16.25434744905652 48.143741546359855),23,Weixelbergergasse,ggü. 11,3484,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26727850,POINT (16.320630344553454 48.212851433925465),16,Wichtelgasse,ggü. 17,221,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26727864,POINT (16.35657338051164 48.19793633424584),6,Joanelligasse,9,2290,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26727866,POINT (16.345941141341786 48.20425224936452),7,Burggasse,79,2664,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26727867,POINT (16.3857237269153 48.21526514774484),2,Praterstraße,42,2559,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26727868,POINT (16.389931982782038 48.21737554412457),2,Praterstraße,76,2561,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26727870,POINT (16.280821669564155 48.1975079108628),14,Hütteldorfer Straße,289,2391,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26727874,POINT (16.350633782856317 48.20230186855329),7,Siebensterngasse,50,0077,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26727877,POINT (16.302416782650297 48.24537645212038),18,Dr. Heinrich Maier Straße,39,2496,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26727878,POINT (16.30286044221935 48.14500646619691),23,Reklewskigasse,# Atzgersdorfer Heide,1264,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26727879,POINT (16.381554590910227 48.22650459359913),2,Lampigasse,# Nordpolstraße,1082,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26727880,POINT (16.291109942249204 48.222017570376124),16,Am Predigtstuhl,ggü. 2,0450,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26727881,POINT (16.31767685616562 48.237410348069474),18,Hockegasse,# Scheibenbergstraße,1112,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26727882,POINT (16.392332873423246 48.28452059530793),21,Graedenerweg,beim KGV Therapiegarten,0432,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26727883,POINT (16.388114520256995 48.172393654054446),10,Puchsbaumgasse,# Schrankenberggasse,2312,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26728873,POINT (16.289847641552793 48.14425595756711),23,Höpflergasse,8,3499,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26728875,POINT (16.260991049462614 48.19487843085151),13,Auhofstraße,199,0465,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26728876,POINT (16.343879879750904 48.17767049090305),12,Eichenstraße,2B,0119,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26728877,POINT (16.341841530410967 48.17897827616988),12,Rothkirchgasse,ggü. 2,0129,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26728878,POINT (16.341198804780074 48.18420405687878),12,Wolfganggasse,2,3263,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26728879,POINT (16.284332437220527 48.186673350541156),13,Kupelwiesergasse,ggü. 46,3256,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26728880,POINT (16.331649061158963 48.21790541470141),17,Kindermanngasse,3,2272,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26728881,POINT (16.26670729866943 48.134084302351425),23,Ketzergasse,332,3483,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26728882,POINT (16.320180580395615 48.1468261150057),23,Putzendoplergasse,20,3473,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26728883,POINT (16.26548402428164 48.13998838135508),23,Lechthalergasse,neben 20,3478,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26728884,POINT (16.319818557708068 48.1487529538682),23,Putzendoplergasse,ggü. 10,3496,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26728885,POINT (16.38186292164285 48.27156124417156),21,Audorfgasse,47,3041,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26728886,POINT (16.39799693773301 48.27076591652828),21,Johannes-Fehring-Promenade,# Lokomotivgasse,3042,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26728887,POINT (16.396042606474406 48.27223488947175),21,Koloniestraße,50,3044,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26728888,POINT (16.402660306060675 48.27223062174534),21,Lundenburger Gasse,,3046,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26728889,POINT (16.41679343340917 48.26063728407337),21,Leopoldauer Straße,89,3079,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26728893,POINT (16.420485831398487 48.18300987034945),11,Otto Herschmann Gasse,6,2591,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26728897,POINT (16.491765043311705 48.22598505750709),22,An den alten Schanzen,ggü 53,1388,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26728898,POINT (16.522560273919904 48.213397826290965),22,Gleichgasse,ggü. 1A,1384,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26728899,POINT (16.49311021771555 48.23367953714777),22,Hagedornweg,ggü. 81,0484,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26728902,POINT (16.523015848210278 48.23552512277296),22,Kupetzkygasse,45,2742,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26728903,POINT (16.296291652257036 48.21040288417449),16,Steinlegasse,37,2171,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26728904,POINT (16.48992820415675 48.22002959731769),22,Enzianweg,1,2600,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26728905,POINT (16.40769727314884 48.14081819817459),10,Fontanastraße,10,3346,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26728908,POINT (16.253873512641658 48.19707642568212),13,Himmelhofgasse,ggü. 82,3246,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26728909,POINT (16.36108482236132 48.25407568759057),19,Grinzinger Straße,90,1223,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26728910,POINT (16.362865832720814 48.25439110864175),19,Grinzinger Straße,123,1222,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26728912,POINT (16.354475870166564 48.22010858737543),9,Sensengasse,3A,2960,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26728913,POINT (16.355806820880627 48.23067422691682),9,Viriotgasse,9,3362,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26728923,POINT (16.394568345581828 48.231963075305806),2,Engerthstraße,139,1085,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26728924,POINT (16.430521301397096 48.29384674541592),21,Nikolsburgergasse,ggü. 12,2055,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26728925,POINT (16.304919620865242 48.12595517738838),23,Kellerberggasse,ggü. 59,3459,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26728926,POINT (16.31396410689957 48.12672142489113),23,Ketzergasse,40,3475,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26728927,POINT (16.42255476217768 48.290696289978676),21,Rittingergasse,75,2709,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26728928,POINT (16.319073423061827 48.13387704948371),23,Zwerggrabengasse,# Wettengelgasse,1287,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26728929,POINT (16.320637575442078 48.150455672067295),23,Altmannsdorfer Straße,ggü. 195,2435,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26728930,POINT (16.402617381547667 48.27794788477559),21,Mitterhofergasse,# Preßburger Gasse,2056,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26727886,POINT (16.273865082370925 48.164335092742455),13,Grenzgasse,11,2746,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26727889,POINT (16.340688302612946 48.19137241058094),6,Liniengasse,43,2569,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26727890,POINT (16.470156473957484 48.22766114257353),22,Bodmergasse,ggü. 1,2512,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26727892,POINT (16.3759052258617 48.269029422078845),21,Am Hubertusdamm,2c,2451,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26727895,POINT (16.445014971207577 48.25169160947639),22,Wagramer Straße,164 - 168,2464,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26727897,POINT (16.324633066169355 48.2317162876975),18,Herbeckstraße,30,2503,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26727898,POINT (16.445515086965955 48.22735731051138),22,Lange Allee,# Lexargasse,2470,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26727899,POINT (16.28277496792613 48.17089405049848),13,Anton-Langer-Gasse,ggü. 33,2377,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26727900,POINT (16.322242911341192 48.229813686513616),18,Ruhrhofergasse,ggü. 11,1094,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26727901,POINT (16.37330702380339 48.272123331876564),21,Am Hubertusdamm,ggü. 42,2787,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26727902,POINT (16.414252701751955 48.29607288273142),21,Jedlersdorferstraße,# Luckenschwemmgasse,2064,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26727904,POINT (16.26622897559882 48.16362847946876),13,Dr.-Schober-Straße,61,2425,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26727908,POINT (16.30429474991976 48.16393049419695),12,Altmannsorfer Anger,248,2480,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26727914,POINT (16.32464197220575 48.22788943608558),18,Wielemansgasse,6,2505,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26727915,POINT (16.330413919445668 48.2328286284878),18,Sternwartestraße,84,2506,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26727916,POINT (16.383575661919814 48.21437921583178),2,Praterstraße,25A,2557,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26727917,POINT (16.402516684752808 48.226420468270476),2,Mexikoplatz,ggü. Wehlistraße,2252,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26727918,POINT (16.418377551504403 48.26011019823031),21,Kendegasse,3,2793,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26727921,POINT (16.314851224276772 48.1284946309096),23,Akaziengasse,# Baslergasse,2421,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26727922,POINT (16.287332265265093 48.21061893687277),16,Demuthgasse,ggü. 15,2180,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26727923,POINT (16.333383588508518 48.22689124754387),18,Lacknergasse,96,1147,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26727926,POINT (16.356026439338372 48.19725920350332),6,Dürergasse,8-10,2292,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26727927,POINT (16.38390367422078 48.21427158416042),2,Praterstraße,28,2558,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26727928,POINT (16.38953812863003 48.217596097262074),2,Praterstraße,63,2555,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26727938,POINT (16.294064046289076 48.242751050321985),18,Pötzleinsdorfer Straße,230,1158,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26727941,POINT (16.296986228673145 48.214937590861574),16,Gallitzinstraße,ggü. 36,2173,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26727942,POINT (16.28849040281137 48.20788540314413),16,Kallinagasse,# Schreckergasse,0437,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26727944,POINT (16.475614181931 48.245118674736766),22,Kalmusweg,,3022,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26728931,POINT (16.412114094425792 48.27589062809479),21,Reisgasse,4,2052,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26728932,POINT (16.447422125617603 48.27826448753442),21,Möllplatz,,2796,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26728933,POINT (16.449723129109135 48.28216898790775),21,Lavantgasse,# Aistgasse,2797,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
